Unnamed: 0.1,Unnamed: 0,College/University Name,Type (Engineering / Medical / Arts),Type of Institute,State,City,Address,Approval Year
0,0,,Applied Arts and Crafts,,Arunachal Pradesh,,,2014-2015
1,1,,Applied Arts and Crafts,,Arunachal Pradesh,,,2014-2015
2,2,,Applied Arts and Crafts,,Assam,,,2014-2015
3,3,,Applied Arts and Crafts,,Assam,,,2014-2015
4,4,,Applied Arts and Crafts,,Bihar,,,2014-2015
5,5,,Applied Arts and Crafts,,Bihar,,,2014-2015
6,6,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2014-2015
7,7,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2014-2015
8,8,,Applied Arts and Crafts,,Chhattisgarh,,,2014-2015
9,9,,Applied Arts and Crafts,,Chhattisgarh,,,2014-2015
10,10,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2014-2015
11,11,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2014-2015
12,12,,Applied Arts and Crafts,,Daman and Diu,,,2014-2015
13,13,,Applied Arts and Crafts,,Daman and Diu,,,2014-2015
14,14,COLLEGE OF ART,Applied Arts and Crafts,Government,Delhi,EAST DELHI,20-22 TILAK MARG,2014-2015
15,15,,Applied Arts and Crafts,,Delhi,,,2014-2015
16,16,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2014-2015
17,17,,Applied Arts and Crafts,,Goa,,,2014-2015
18,18,,Applied Arts and Crafts,,Gujarat,,,2014-2015
19,19,,Applied Arts and Crafts,,Gujarat,,,2014-2015
20,20,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Haryana,AMBALA,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA",2014-2015
21,21,,Applied Arts and Crafts,,Haryana,,,2014-2015
22,22,,Applied Arts and Crafts,,Himachal Pradesh,,,2014-2015
23,23,,Applied Arts and Crafts,,Himachal Pradesh,,,2014-2015
24,24,,Applied Arts and Crafts,,Jammu and Kashmir,,,2014-2015
25,25,,Applied Arts and Crafts,,Jammu and Kashmir,,,2014-2015
26,26,,Applied Arts and Crafts,,Jharkhand,,,2014-2015
27,27,,Applied Arts and Crafts,,Jharkhand,,,2014-2015
28,28,,Applied Arts and Crafts,,Karnataka,,,2014-2015
29,29,,Applied Arts and Crafts,,Karnataka,,,2014-2015
30,30,,Applied Arts and Crafts,,Kerala,,,2014-2015
31,31,,Applied Arts and Crafts,,Kerala,,,2014-2015
32,32,,Applied Arts and Crafts,,Madhya Pradesh,,,2014-2015
33,33,,Applied Arts and Crafts,,Madhya Pradesh,,,2014-2015
34,34,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2014-2015
35,35,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"SECTOR NO. 29, NIGDI-PRADHIKRAN, AKURDI, PUNE -44",2014-2015
36,36,SIR J. J. INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"DR. D. N. ROAD, FORT",2014-2015
37,37,BHARATI KALA MAHAVIDYALAYA,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"BHARATI VIDYAPEETH EDUCATIONAL CAMPUS, PUNE-SATARA ROAD, PUNE 411043",2014-2015
38,38,"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).",Applied Arts and Crafts,Unaided - Private,Maharashtra,SINDHUDURG,"SURVE NO.54/01, NEAR FOREST BHAVAN,SALAIWADA,AT/PO.SAWANTWADI,DIST:-SINDHUDURGA.416510",2014-2015
39,39,VIVA INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Unaided - Private,Maharashtra,THANE,"AT:-SHIRGAON, POST:- VIRAR (E)",2014-2015
40,40,,Applied Arts and Crafts,,Maharashtra,,,2014-2015
41,41,,Applied Arts and Crafts,,Manipur,,,2014-2015
42,42,,Applied Arts and Crafts,,Manipur,,,2014-2015
43,43,,Applied Arts and Crafts,,Meghalaya,,,2014-2015
44,44,,Applied Arts and Crafts,,Meghalaya,,,2014-2015
45,45,,Applied Arts and Crafts,,Mizoram,,,2014-2015
46,46,,Applied Arts and Crafts,,Mizoram,,,2014-2015
47,47,,Applied Arts and Crafts,,Nagaland,,,2014-2015
48,48,,Applied Arts and Crafts,,Nagaland,,,2014-2015
49,49,,Applied Arts and Crafts,,Odisha,,,2014-2015
50,50,,Applied Arts and Crafts,,Odisha,,,2014-2015
51,51,,Applied Arts and Crafts,,Orissa,,,2014-2015
52,52,,Applied Arts and Crafts,,Orissa,,,2014-2015
53,53,BHARATHIAR PALKALAI KOODAM,Applied Arts and Crafts,Government,Puducherry,PUDUCHERRY,"CUDDALORE MAIN ROAD, ARIYANKUPPAM",2014-2015
54,54,,Applied Arts and Crafts,,Puducherry,,,2014-2015
55,55,,Applied Arts and Crafts,,Punjab,,,2014-2015
56,56,,Applied Arts and Crafts,,Punjab,,,2014-2015
57,57,,Applied Arts and Crafts,,Rajasthan,,,2014-2015
58,58,,Applied Arts and Crafts,,Rajasthan,,,2014-2015
59,59,,Applied Arts and Crafts,,Sikkim,,,2014-2015
60,60,,Applied Arts and Crafts,,Sikkim,,,2014-2015
61,61,,Applied Arts and Crafts,,Tamil Nadu,,,2014-2015
62,62,,Applied Arts and Crafts,,Tamil Nadu,,,2014-2015
63,63,SRI VENKATESHWARA COLLEGE OF FINE ARTS,Applied Arts and Crafts,Unaided - Private,Telangana,RANGAREDDI,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",2014-2015
64,64,,Applied Arts and Crafts,,Telangana,,,2014-2015
65,65,,Applied Arts and Crafts,,Tripura,,,2014-2015
66,66,,Applied Arts and Crafts,,Tripura,,,2014-2015
67,67,FMG (ACADEMY) GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,G B NAGAR,PLOT NO-8 KNOWLEDGE PARK 3,2014-2015
68,68,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2014-2015
69,69,VIDYA INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,MEERUT,"VIDYA KNOWLEDGE PARK BAGHPAT ROAD MEERUT ,UTTAR PRADESH-250005",2014-2015
70,70,RAMRATI INSTITUTE OF TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,SAHARANPUR,DELHI ROAD,2014-2015
71,71,,Applied Arts and Crafts,,Uttarakhand,,,2014-2015
72,72,,Applied Arts and Crafts,,Uttarakhand,,,2014-2015
73,73,,Applied Arts and Crafts,,West Bengal,,,2014-2015
74,74,,Applied Arts and Crafts,,West Bengal,,,2014-2015
75,75,Type,Program,City,State,State,Affiliated University,Year
76,76,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2015-2016
77,77,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2015-2016
78,78,,Applied Arts and Crafts,,Andhra Pradesh,,,2015-2016
79,79,,Applied Arts and Crafts,,Andhra Pradesh,,,2015-2016
80,80,,Applied Arts and Crafts,,Arunachal Pradesh,,,2015-2016
81,81,,Applied Arts and Crafts,,Arunachal Pradesh,,,2015-2016
82,82,,Applied Arts and Crafts,,Assam,,,2015-2016
83,83,,Applied Arts and Crafts,,Assam,,,2015-2016
84,84,,Applied Arts and Crafts,,Bihar,,,2015-2016
85,85,,Applied Arts and Crafts,,Bihar,,,2015-2016
86,86,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2015-2016
87,87,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2015-2016
88,88,,Applied Arts and Crafts,,Chhattisgarh,,,2015-2016
89,89,,Applied Arts and Crafts,,Chhattisgarh,,,2015-2016
90,90,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2015-2016
91,91,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2015-2016
92,92,,Applied Arts and Crafts,,Daman and Diu,,,2015-2016
93,93,,Applied Arts and Crafts,,Daman and Diu,,,2015-2016
94,94,COLLEGE OF ART,Applied Arts and Crafts,Government,Delhi,EAST DELHI,20-22 TILAK MARG,2015-2016
95,95,,Applied Arts and Crafts,,Delhi,,,2015-2016
96,96,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2015-2016
97,97,,Applied Arts and Crafts,,Goa,,,2015-2016
98,98,,Applied Arts and Crafts,,Gujarat,,,2015-2016
99,99,,Applied Arts and Crafts,,Gujarat,,,2015-2016
100,100,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Haryana,AMBALA,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA",2015-2016
101,101,,Applied Arts and Crafts,,Haryana,,,2015-2016
102,102,,Applied Arts and Crafts,,Himachal Pradesh,,,2015-2016
103,103,,Applied Arts and Crafts,,Himachal Pradesh,,,2015-2016
104,104,,Applied Arts and Crafts,,Jammu and Kashmir,,,2015-2016
105,105,,Applied Arts and Crafts,,Jammu and Kashmir,,,2015-2016
106,106,,Applied Arts and Crafts,,Jharkhand,,,2015-2016
107,107,,Applied Arts and Crafts,,Jharkhand,,,2015-2016
108,108,,Applied Arts and Crafts,,Karnataka,,,2015-2016
109,109,,Applied Arts and Crafts,,Karnataka,,,2015-2016
110,110,,Applied Arts and Crafts,,Kerala,,,2015-2016
111,111,,Applied Arts and Crafts,,Kerala,,,2015-2016
112,112,,Applied Arts and Crafts,,Madhya Pradesh,,,2015-2016
113,113,,Applied Arts and Crafts,,Madhya Pradesh,,,2015-2016
114,114,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2015-2016
115,115,VIVA INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Unaided - Private,Maharashtra,THANE,"AT:-SHIRGAON, POST:- VIRAR (E)",2015-2016
116,116,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"SECTOR NO. 29, NIGDI-PRADHIKRAN, AKURDI, PUNE -44",2015-2016
117,117,BHARATI KALA MAHAVIDYALAYA,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"BHARATI VIDYAPEETH EDUCATIONAL CAMPUS, PUNE-SATARA ROAD, PUNE 411043",2015-2016
118,118,SIR J. J. INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"DR. D. N. ROAD, FORT",2015-2016
119,119,"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).",Applied Arts and Crafts,Unaided - Private,Maharashtra,SINDHUDURG,"SURVE NO.54/01, NEAR FOREST BHAVAN,SALAIWADA,AT/PO.SAWANTWADI,DIST:-SINDHUDURGA.416510",2015-2016
120,120,,Applied Arts and Crafts,,Maharashtra,,,2015-2016
121,121,,Applied Arts and Crafts,,Manipur,,,2015-2016
122,122,,Applied Arts and Crafts,,Manipur,,,2015-2016
123,123,,Applied Arts and Crafts,,Meghalaya,,,2015-2016
124,124,,Applied Arts and Crafts,,Meghalaya,,,2015-2016
125,125,,Applied Arts and Crafts,,Mizoram,,,2015-2016
126,126,,Applied Arts and Crafts,,Mizoram,,,2015-2016
127,127,,Applied Arts and Crafts,,Nagaland,,,2015-2016
128,128,,Applied Arts and Crafts,,Nagaland,,,2015-2016
129,129,,Applied Arts and Crafts,,Odisha,,,2015-2016
130,130,,Applied Arts and Crafts,,Odisha,,,2015-2016
131,131,,Applied Arts and Crafts,,Orissa,,,2015-2016
132,132,,Applied Arts and Crafts,,Orissa,,,2015-2016
133,133,BHARATHIAR PALKALAI KOODAM,Applied Arts and Crafts,Government,Puducherry,PUDUCHERRY,"CUDDALORE MAIN ROAD, ARIYANKUPPAM",2015-2016
134,134,,Applied Arts and Crafts,,Puducherry,,,2015-2016
135,135,,Applied Arts and Crafts,,Punjab,,,2015-2016
136,136,,Applied Arts and Crafts,,Punjab,,,2015-2016
137,137,,Applied Arts and Crafts,,Rajasthan,,,2015-2016
138,138,,Applied Arts and Crafts,,Rajasthan,,,2015-2016
139,139,,Applied Arts and Crafts,,Sikkim,,,2015-2016
140,140,,Applied Arts and Crafts,,Sikkim,,,2015-2016
141,141,,Applied Arts and Crafts,,Tamil Nadu,,,2015-2016
142,142,,Applied Arts and Crafts,,Tamil Nadu,,,2015-2016
143,143,SRI VENKATESHWARA COLLEGE OF FINE ARTS,Applied Arts and Crafts,Unaided - Private,Telangana,RANGAREDDI,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",2015-2016
144,144,,Applied Arts and Crafts,,Telangana,,,2015-2016
